"ICD-10-CM CODE","CCS CATEGORY","CCS CATEGORY DESCRIPTION"
"L02432","197","Skin and subcutaneous tissue infections"
"L02433","197","Skin and subcutaneous tissue infections"
"L02434","197","Skin and subcutaneous tissue infections"
"L02435","197","Skin and subcutaneous tissue infections"
"L02436","197","Skin and subcutaneous tissue infections"
"L02439","197","Skin and subcutaneous tissue infections"
"L02511","197","Skin and subcutaneous tissue infections"
"L02512","197","Skin and subcutaneous tissue infections"
"L02519","197","Skin and subcutaneous tissue infections"
"L02521","197","Skin and subcutaneous tissue infections"
"L02522","197","Skin and subcutaneous tissue infections"
"L02529","197","Skin and subcutaneous tissue infections"
"L02531","197","Skin and subcutaneous tissue infections"
"L02532","197","Skin and subcutaneous tissue infections"
"L02539","197","Skin and subcutaneous tissue infections"
"L02611","197","Skin and subcutaneous tissue infections"
"L02612","197","Skin and subcutaneous tissue infections"
"L02619","197","Skin and subcutaneous tissue infections"
"L02621","197","Skin and subcutaneous tissue infections"
"L02622","197","Skin and subcutaneous tissue infections"
"L02629","197","Skin and subcutaneous tissue infections"
"L02631","197","Skin and subcutaneous tissue infections"
"L02632","197","Skin and subcutaneous tissue infections"
"L02639","197","Skin and subcutaneous tissue infections"
"L02811","197","Skin and subcutaneous tissue infections"
"L02818","197","Skin and subcutaneous tissue infections"
"L02821","197","Skin and subcutaneous tissue infections"
"L02828","197","Skin and subcutaneous tissue infections"
"L02831","197","Skin and subcutaneous tissue infections"
"L02838","197","Skin and subcutaneous tissue infections"
"L0291","197","Skin and subcutaneous tissue infections"
"L0292","197","Skin and subcutaneous tissue infections"
"L0293","197","Skin and subcutaneous tissue infections"
"L03011","197","Skin and subcutaneous tissue infections"
"L03012","197","Skin and subcutaneous tissue infections"
"L03019","197","Skin and subcutaneous tissue infections"
"L03021","197","Skin and subcutaneous tissue infections"
"L03022","197","Skin and subcutaneous tissue infections"
"L03029","197","Skin and subcutaneous tissue infections"
"L03031","197","Skin and subcutaneous tissue infections"
"L03032","197","Skin and subcutaneous tissue infections"
"L03039","197","Skin and subcutaneous tissue infections"
"L03041","197","Skin and subcutaneous tissue infections"
"L03042","197","Skin and subcutaneous tissue infections"
"L03049","197","Skin and subcutaneous tissue infections"
"L03111","197","Skin and subcutaneous tissue infections"
"L03112","197","Skin and subcutaneous tissue infections"
"L03113","197","Skin and subcutaneous tissue infections"
"L03114","197","Skin and subcutaneous tissue infections"
"L03115","197","Skin and subcutaneous tissue infections"
"L03116","197","Skin and subcutaneous tissue infections"
"L03119","197","Skin and subcutaneous tissue infections"
"L03121","197","Skin and subcutaneous tissue infections"
"L03122","197","Skin and subcutaneous tissue infections"
"L03123","197","Skin and subcutaneous tissue infections"
"L03124","197","Skin and subcutaneous tissue infections"
"L03125","197","Skin and subcutaneous tissue infections"
"L03126","197","Skin and subcutaneous tissue infections"
"L03129","197","Skin and subcutaneous tissue infections"
"L03211","197","Skin and subcutaneous tissue infections"
"L03212","197","Skin and subcutaneous tissue infections"
"L03213","197","Skin and subcutaneous tissue infections"
"L03221","197","Skin and subcutaneous tissue infections"
"L03222","197","Skin and subcutaneous tissue infections"
"L03311","197","Skin and subcutaneous tissue infections"
"L03312","197","Skin and subcutaneous tissue infections"
"L03313","197","Skin and subcutaneous tissue infections"
"L03314","197","Skin and subcutaneous tissue infections"
"L03315","197","Skin and subcutaneous tissue infections"
"L03316","197","Skin and subcutaneous tissue infections"
"L03317","197","Skin and subcutaneous tissue infections"
"L03319","197","Skin and subcutaneous tissue infections"
"L03321","197","Skin and subcutaneous tissue infections"
"L03322","197","Skin and subcutaneous tissue infections"
"L03323","197","Skin and subcutaneous tissue infections"
"L03324","197","Skin and subcutaneous tissue infections"
"L03325","197","Skin and subcutaneous tissue infections"
"L03326","197","Skin and subcutaneous tissue infections"
"L03327","197","Skin and subcutaneous tissue infections"
"L03329","197","Skin and subcutaneous tissue infections"
"L03811","197","Skin and subcutaneous tissue infections"
"L03818","197","Skin and subcutaneous tissue infections"
"L03891","197","Skin and subcutaneous tissue infections"
"L03898","197","Skin and subcutaneous tissue infections"
"L0390","197","Skin and subcutaneous tissue infections"
"L0391","197","Skin and subcutaneous tissue infections"
"L0501","197","Skin and subcutaneous tissue infections"
"L0502","197","Skin and subcutaneous tissue infections"
"L0591","197","Skin and subcutaneous tissue infections"
"L0592","197","Skin and subcutaneous tissue infections"
"L080","197","Skin and subcutaneous tissue infections"
"L081","197","Skin and subcutaneous tissue infections"
"L0881","197","Skin and subcutaneous tissue infections"
"L0882","197","Skin and subcutaneous tissue infections"
"L0889","197","Skin and subcutaneous tissue infections"
"L089","197","Skin and subcutaneous tissue infections"
"L88","197","Skin and subcutaneous tissue infections"
"L983","197","Skin and subcutaneous tissue infections"
"B653","198","Other inflammatory condition of skin"
"L00","198","Other inflammatory condition of skin"
"L100","198","Other inflammatory condition of skin"
"L101","198","Other inflammatory condition of skin"
"L102","198","Other inflammatory condition of skin"
"L103","198","Other inflammatory condition of skin"
"L104","198","Other inflammatory condition of skin"
"L105","198","Other inflammatory condition of skin"
"L1081","198","Other inflammatory condition of skin"
"L1089","198","Other inflammatory condition of skin"
"L109","198","Other inflammatory condition of skin"
"L110","198","Other inflammatory condition of skin"
"L111","198","Other inflammatory condition of skin"
"L118","198","Other inflammatory condition of skin"
"L119","198","Other inflammatory condition of skin"
"L120","198","Other inflammatory condition of skin"
"L121","198","Other inflammatory condition of skin"
"L122","198","Other inflammatory condition of skin"
"L1230","198","Other inflammatory condition of skin"
"L1231","198","Other inflammatory condition of skin"
"L1235","198","Other inflammatory condition of skin"
"L128","198","Other inflammatory condition of skin"
"L129","198","Other inflammatory condition of skin"
"L130","198","Other inflammatory condition of skin"
"L131","198","Other inflammatory condition of skin"
"L138","198","Other inflammatory condition of skin"
"L139","198","Other inflammatory condition of skin"
"L14","198","Other inflammatory condition of skin"
"L210","198","Other inflammatory condition of skin"
"L211","198","Other inflammatory condition of skin"
"L218","198","Other inflammatory condition of skin"
"L219","198","Other inflammatory condition of skin"
"L26","198","Other inflammatory condition of skin"
"L280","198","Other inflammatory condition of skin"
"L281","198","Other inflammatory condition of skin"
"L282","198","Other inflammatory condition of skin"
"L290","198","Other inflammatory condition of skin"
"L291","198","Other inflammatory condition of skin"
"L292","198","Other inflammatory condition of skin"
"L293","198","Other inflammatory condition of skin"
"L298","198","Other inflammatory condition of skin"
"L299","198","Other inflammatory condition of skin"
"L303","198","Other inflammatory condition of skin"
"L304","198","Other inflammatory condition of skin"
"L305","198","Other inflammatory condition of skin"
"L400","198","Other inflammatory condition of skin"
"L401","198","Other inflammatory condition of skin"
"L402","198","Other inflammatory condition of skin"
"L403","198","Other inflammatory condition of skin"
"L404","198","Other inflammatory condition of skin"
"L4050","198","Other inflammatory condition of skin"
"L4051","198","Other inflammatory condition of skin"
"L4052","198","Other inflammatory condition of skin"
"L4053","198","Other inflammatory condition of skin"
"L4054","198","Other inflammatory condition of skin"
"L4059","198","Other inflammatory condition of skin"
"L408","198","Other inflammatory condition of skin"
"L409","198","Other inflammatory condition of skin"
"L410","198","Other inflammatory condition of skin"
"L411","198","Other inflammatory condition of skin"
"L413","198","Other inflammatory condition of skin"
"L414","198","Other inflammatory condition of skin"
"L415","198","Other inflammatory condition of skin"
"L418","198","Other inflammatory condition of skin"
"L419","198","Other inflammatory condition of skin"
"L42","198","Other inflammatory condition of skin"
"L430","198","Other inflammatory condition of skin"
"L431","198","Other inflammatory condition of skin"
"L432","198","Other inflammatory condition of skin"
"L433","198","Other inflammatory condition of skin"
"L438","198","Other inflammatory condition of skin"
"L439","198","Other inflammatory condition of skin"
"L440","198","Other inflammatory condition of skin"
"L441","198","Other inflammatory condition of skin"
"L442","198","Other inflammatory condition of skin"
"L443","198","Other inflammatory condition of skin"
"L444","198","Other inflammatory condition of skin"
"L448","198","Other inflammatory condition of skin"
"L449","198","Other inflammatory condition of skin"
"L45","198","Other inflammatory condition of skin"
"L490","198","Other inflammatory condition of skin"
"L491","198","Other inflammatory condition of skin"
"L492","198","Other inflammatory condition of skin"
"L493","198","Other inflammatory condition of skin"
"L494","198","Other inflammatory condition of skin"
"L495","198","Other inflammatory condition of skin"
"L496","198","Other inflammatory condition of skin"
"L497","198","Other inflammatory condition of skin"
"L498","198","Other inflammatory condition of skin"
"L499","198","Other inflammatory condition of skin"
"L510","198","Other inflammatory condition of skin"
"L511","198","Other inflammatory condition of skin"
"L512","198","Other inflammatory condition of skin"
"L513","198","Other inflammatory condition of skin"
"L518","198","Other inflammatory condition of skin"
"L519","198","Other inflammatory condition of skin"
"L52","198","Other inflammatory condition of skin"
"L530","198","Other inflammatory condition of skin"
"L531","198","Other inflammatory condition of skin"
"L532","198","Other inflammatory condition of skin"
"L533","198","Other inflammatory condition of skin"
"L538","198","Other inflammatory condition of skin"
"L539","198","Other inflammatory condition of skin"
"L54","198","Other inflammatory condition of skin"
"L550","198","Other inflammatory condition of skin"
"L551","198","Other inflammatory condition of skin"
"L552","198","Other inflammatory condition of skin"
"L559","198","Other inflammatory condition of skin"
"L661","198","Other inflammatory condition of skin"
"L710","198","Other inflammatory condition of skin"
"L711","198","Other inflammatory condition of skin"
"L718","198","Other inflammatory condition of skin"
"L719","198","Other inflammatory condition of skin"
"L920","198","Other inflammatory condition of skin"
"L930","198","Other inflammatory condition of skin"
"L931","198","Other inflammatory condition of skin"
"L932","198","Other inflammatory condition of skin"
"L945","198","Other inflammatory condition of skin"
"L950","198","Other inflammatory condition of skin"
"L951","198","Other inflammatory condition of skin"
"L958","198","Other inflammatory condition of skin"
"L959","198","Other inflammatory condition of skin"
"L981","198","Other inflammatory condition of skin"
"L982","198","Other inflammatory condition of skin"
"L89000","199","Chronic ulcer of skin"
"L89001","199","Chronic ulcer of skin"
"L89002","199","Chronic ulcer of skin"
"L89003","199","Chronic ulcer of skin"
"L89004","199","Chronic ulcer of skin"
"L89009","199","Chronic ulcer of skin"
"L89010","199","Chronic ulcer of skin"
"L89011","199","Chronic ulcer of skin"
"L89012","199","Chronic ulcer of skin"
"L89013","199","Chronic ulcer of skin"
"L89014","199","Chronic ulcer of skin"
"L89019","199","Chronic ulcer of skin"
"L89020","199","Chronic ulcer of skin"
"L89021","199","Chronic ulcer of skin"
"L89022","199","Chronic ulcer of skin"
"L89023","199","Chronic ulcer of skin"
"L89024","199","Chronic ulcer of skin"
"L89029","199","Chronic ulcer of skin"
"L89100","199","Chronic ulcer of skin"
"L89101","199","Chronic ulcer of skin"
"L89102","199","Chronic ulcer of skin"
"L89103","199","Chronic ulcer of skin"
"L89104","199","Chronic ulcer of skin"
"L89109","199","Chronic ulcer of skin"
"L89110","199","Chronic ulcer of skin"
"L89111","199","Chronic ulcer of skin"
"L89112","199","Chronic ulcer of skin"
"L89113","199","Chronic ulcer of skin"
"L89114","199","Chronic ulcer of skin"
"L89119","199","Chronic ulcer of skin"
"L89120","199","Chronic ulcer of skin"
"L89121","199","Chronic ulcer of skin"
"L89122","199","Chronic ulcer of skin"
"L89123","199","Chronic ulcer of skin"
"L89124","199","Chronic ulcer of skin"
"L89129","199","Chronic ulcer of skin"
"L89130","199","Chronic ulcer of skin"
"L89131","199","Chronic ulcer of skin"
"L89132","199","Chronic ulcer of skin"
"L89133","199","Chronic ulcer of skin"
"L89134","199","Chronic ulcer of skin"
"L89139","199","Chronic ulcer of skin"
"L89140","199","Chronic ulcer of skin"
"L89141","199","Chronic ulcer of skin"
"L89142","199","Chronic ulcer of skin"
"L89143","199","Chronic ulcer of skin"
"L89144","199","Chronic ulcer of skin"
"L89149","199","Chronic ulcer of skin"
"L89150","199","Chronic ulcer of skin"
"L89151","199","Chronic ulcer of skin"
"L89152","199","Chronic ulcer of skin"
"L89153","199","Chronic ulcer of skin"
"L89154","199","Chronic ulcer of skin"
"L89159","199","Chronic ulcer of skin"
"L89200","199","Chronic ulcer of skin"
"L89201","199","Chronic ulcer of skin"
"L89202","199","Chronic ulcer of skin"
"L89203","199","Chronic ulcer of skin"
"L89204","199","Chronic ulcer of skin"
"L89209","199","Chronic ulcer of skin"
"L89210","199","Chronic ulcer of skin"
"L89211","199","Chronic ulcer of skin"
"L89212","199","Chronic ulcer of skin"
"L89213","199","Chronic ulcer of skin"
"L89214","199","Chronic ulcer of skin"
"L89219","199","Chronic ulcer of skin"
"L89220","199","Chronic ulcer of skin"
"L89221","199","Chronic ulcer of skin"
"L89222","199","Chronic ulcer of skin"
"L89223","199","Chronic ulcer of skin"
"L89224","199","Chronic ulcer of skin"
"L89229","199","Chronic ulcer of skin"
"L89300","199","Chronic ulcer of skin"
"L89301","199","Chronic ulcer of skin"
"L89302","199","Chronic ulcer of skin"
"L89303","199","Chronic ulcer of skin"
"L89304","199","Chronic ulcer of skin"
"L89309","199","Chronic ulcer of skin"
"L89310","199","Chronic ulcer of skin"
"L89311","199","Chronic ulcer of skin"
"L89312","199","Chronic ulcer of skin"
"L89313","199","Chronic ulcer of skin"
"L89314","199","Chronic ulcer of skin"
"L89319","199","Chronic ulcer of skin"
"L89320","199","Chronic ulcer of skin"
"L89321","199","Chronic ulcer of skin"
"L89322","199","Chronic ulcer of skin"
"L89323","199","Chronic ulcer of skin"
"L89324","199","Chronic ulcer of skin"
"L89329","199","Chronic ulcer of skin"
"L8940","199","Chronic ulcer of skin"
"L8941","199","Chronic ulcer of skin"
"L8942","199","Chronic ulcer of skin"
"L8943","199","Chronic ulcer of skin"
"L8944","199","Chronic ulcer of skin"
"L8945","199","Chronic ulcer of skin"
"L89500","199","Chronic ulcer of skin"
"L89501","199","Chronic ulcer of skin"
"L89502","199","Chronic ulcer of skin"
"L89503","199","Chronic ulcer of skin"
"L89504","199","Chronic ulcer of skin"
"L89509","199","Chronic ulcer of skin"
"L89510","199","Chronic ulcer of skin"
"L89511","199","Chronic ulcer of skin"
"L89512","199","Chronic ulcer of skin"
"L89513","199","Chronic ulcer of skin"
"L89514","199","Chronic ulcer of skin"
"L89519","199","Chronic ulcer of skin"
"L89520","199","Chronic ulcer of skin"
"L89521","199","Chronic ulcer of skin"
"L89522","199","Chronic ulcer of skin"
"L89523","199","Chronic ulcer of skin"
"L89524","199","Chronic ulcer of skin"
"L89529","199","Chronic ulcer of skin"
"L89600","199","Chronic ulcer of skin"
"L89601","199","Chronic ulcer of skin"
"L89602","199","Chronic ulcer of skin"
"L89603","199","Chronic ulcer of skin"
"L89604","199","Chronic ulcer of skin"
"L89609","199","Chronic ulcer of skin"
"L89610","199","Chronic ulcer of skin"
"L89611","199","Chronic ulcer of skin"
"L89612","199","Chronic ulcer of skin"
"L89613","199","Chronic ulcer of skin"
"L89614","199","Chronic ulcer of skin"
"L89619","199","Chronic ulcer of skin"
"L89620","199","Chronic ulcer of skin"
"L89621","199","Chronic ulcer of skin"
"L89622","199","Chronic ulcer of skin"
"L89623","199","Chronic ulcer of skin"
"L89624","199","Chronic ulcer of skin"
"L89629","199","Chronic ulcer of skin"
"L89810","199","Chronic ulcer of skin"
"L89811","199","Chronic ulcer of skin"
"L89812","199","Chronic ulcer of skin"
"L89813","199","Chronic ulcer of skin"
"L89814","199","Chronic ulcer of skin"
"L89819","199","Chronic ulcer of skin"
"L89890","199","Chronic ulcer of skin"
"L89891","199","Chronic ulcer of skin"
"L89892","199","Chronic ulcer of skin"
"L89893","199","Chronic ulcer of skin"
"L89894","199","Chronic ulcer of skin"
"L89899","199","Chronic ulcer of skin"
"L8990","199","Chronic ulcer of skin"
"L8991","199","Chronic ulcer of skin"
"L8992","199","Chronic ulcer of skin"
"L8993","199","Chronic ulcer of skin"
"L8994","199","Chronic ulcer of skin"
"L8995","199","Chronic ulcer of skin"
"L97101","199","Chronic ulcer of skin"
"L97102","199","Chronic ulcer of skin"
"L97103","199","Chronic ulcer of skin"
"L97104","199","Chronic ulcer of skin"
"L97105","199","Chronic ulcer of skin"
"L97106","199","Chronic ulcer of skin"
"L97108","199","Chronic ulcer of skin"
"L97109","199","Chronic ulcer of skin"
"L97111","199","Chronic ulcer of skin"
"L97112","199","Chronic ulcer of skin"
"L97113","199","Chronic ulcer of skin"
"L97114","199","Chronic ulcer of skin"
"L97115","199","Chronic ulcer of skin"
"L97116","199","Chronic ulcer of skin"
"L97118","199","Chronic ulcer of skin"
"L97119","199","Chronic ulcer of skin"
"L97121","199","Chronic ulcer of skin"
"L97122","199","Chronic ulcer of skin"
"L97123","199","Chronic ulcer of skin"
"L97124","199","Chronic ulcer of skin"
"L97125","199","Chronic ulcer of skin"
"L97126","199","Chronic ulcer of skin"
"L97128","199","Chronic ulcer of skin"
"L97129","199","Chronic ulcer of skin"
"L97201","199","Chronic ulcer of skin"
"L97202","199","Chronic ulcer of skin"
"L97203","199","Chronic ulcer of skin"
"L97204","199","Chronic ulcer of skin"
"L97205","199","Chronic ulcer of skin"
"L97206","199","Chronic ulcer of skin"
"L97208","199","Chronic ulcer of skin"
"L97209","199","Chronic ulcer of skin"
"L97211","199","Chronic ulcer of skin"
"L97212","199","Chronic ulcer of skin"
"L97213","199","Chronic ulcer of skin"
"L97214","199","Chronic ulcer of skin"
"L97215","199","Chronic ulcer of skin"
"L97216","199","Chronic ulcer of skin"
"L97218","199","Chronic ulcer of skin"
"L97219","199","Chronic ulcer of skin"
"L97221","199","Chronic ulcer of skin"
"L97222","199","Chronic ulcer of skin"
"L97223","199","Chronic ulcer of skin"
"L97224","199","Chronic ulcer of skin"
"L97225","199","Chronic ulcer of skin"
"L97226","199","Chronic ulcer of skin"
"L97228","199","Chronic ulcer of skin"
"L97229","199","Chronic ulcer of skin"
"L97301","199","Chronic ulcer of skin"
"L97302","199","Chronic ulcer of skin"
"L97303","199","Chronic ulcer of skin"
"L97304","199","Chronic ulcer of skin"
"L97305","199","Chronic ulcer of skin"
"L97306","199","Chronic ulcer of skin"
"L97308","199","Chronic ulcer of skin"
"L97309","199","Chronic ulcer of skin"
"L97311","199","Chronic ulcer of skin"
"L97312","199","Chronic ulcer of skin"
"L97313","199","Chronic ulcer of skin"
"L97314","199","Chronic ulcer of skin"
"L97315","199","Chronic ulcer of skin"
"L97316","199","Chronic ulcer of skin"
"L97318","199","Chronic ulcer of skin"
"L97319","199","Chronic ulcer of skin"
"L97321","199","Chronic ulcer of skin"
"L97322","199","Chronic ulcer of skin"
"L97323","199","Chronic ulcer of skin"
"L97324","199","Chronic ulcer of skin"
"L97325","199","Chronic ulcer of skin"
"L97326","199","Chronic ulcer of skin"
"L97328","199","Chronic ulcer of skin"
"L97329","199","Chronic ulcer of skin"
"L97401","199","Chronic ulcer of skin"
"L97402","199","Chronic ulcer of skin"
"L97403","199","Chronic ulcer of skin"
"L97404","199","Chronic ulcer of skin"
"L97405","199","Chronic ulcer of skin"
"L97406","199","Chronic ulcer of skin"
"L97408","199","Chronic ulcer of skin"
"L97409","199","Chronic ulcer of skin"
"L97411","199","Chronic ulcer of skin"
"L97412","199","Chronic ulcer of skin"
"L97413","199","Chronic ulcer of skin"
"L97414","199","Chronic ulcer of skin"
"L97415","199","Chronic ulcer of skin"
"L97416","199","Chronic ulcer of skin"
"L97418","199","Chronic ulcer of skin"
"L97419","199","Chronic ulcer of skin"
"L97421","199","Chronic ulcer of skin"
"L97422","199","Chronic ulcer of skin"
"L97423","199","Chronic ulcer of skin"
"L97424","199","Chronic ulcer of skin"
"L97425","199","Chronic ulcer of skin"
"L97426","199","Chronic ulcer of skin"
"L97428","199","Chronic ulcer of skin"
"L97429","199","Chronic ulcer of skin"
"L97501","199","Chronic ulcer of skin"
"L97502","199","Chronic ulcer of skin"
"L97503","199","Chronic ulcer of skin"
"L97504","199","Chronic ulcer of skin"
"L97505","199","Chronic ulcer of skin"
"L97506","199","Chronic ulcer of skin"
"L97508","199","Chronic ulcer of skin"
"L97509","199","Chronic ulcer of skin"
"L97511","199","Chronic ulcer of skin"
"L97512","199","Chronic ulcer of skin"
"L97513","199","Chronic ulcer of skin"
"L97514","199","Chronic ulcer of skin"
"L97515","199","Chronic ulcer of skin"
"L97516","199","Chronic ulcer of skin"
"L97518","199","Chronic ulcer of skin"
"L97519","199","Chronic ulcer of skin"
"L97521","199","Chronic ulcer of skin"
"L97522","199","Chronic ulcer of skin"
"L97523","199","Chronic ulcer of skin"
"L97524","199","Chronic ulcer of skin"
"L97525","199","Chronic ulcer of skin"
"L97526","199","Chronic ulcer of skin"
"L97528","199","Chronic ulcer of skin"
"L97529","199","Chronic ulcer of skin"
"L97801","199","Chronic ulcer of skin"
"L97802","199","Chronic ulcer of skin"
"L97803","199","Chronic ulcer of skin"
"L97804","199","Chronic ulcer of skin"
"L97805","199","Chronic ulcer of skin"
"L97806","199","Chronic ulcer of skin"
"L97808","199","Chronic ulcer of skin"
"L97809","199","Chronic ulcer of skin"
"L97811","199","Chronic ulcer of skin"
"L97812","199","Chronic ulcer of skin"
"L97813","199","Chronic ulcer of skin"
"L97814","199","Chronic ulcer of skin"
"L97815","199","Chronic ulcer of skin"
"L97816","199","Chronic ulcer of skin"
"L97818","199","Chronic ulcer of skin"
"L97819","199","Chronic ulcer of skin"
"L97821","199","Chronic ulcer of skin"
"L97822","199","Chronic ulcer of skin"
"L97823","199","Chronic ulcer of skin"
"L97824","199","Chronic ulcer of skin"
"L97825","199","Chronic ulcer of skin"
"L97826","199","Chronic ulcer of skin"
"L97828","199","Chronic ulcer of skin"
"L97829","199","Chronic ulcer of skin"
"L97901","199","Chronic ulcer of skin"
"L97902","199","Chronic ulcer of skin"
"L97903","199","Chronic ulcer of skin"
"L97904","199","Chronic ulcer of skin"
"L97905","199","Chronic ulcer of skin"
"L97906","199","Chronic ulcer of skin"
"L97908","199","Chronic ulcer of skin"
"L97909","199","Chronic ulcer of skin"
"L97911","199","Chronic ulcer of skin"
"L97912","199","Chronic ulcer of skin"
"L97913","199","Chronic ulcer of skin"
"L97914","199","Chronic ulcer of skin"
"L97915","199","Chronic ulcer of skin"
"L97916","199","Chronic ulcer of skin"
"L97918","199","Chronic ulcer of skin"
"L97919","199","Chronic ulcer of skin"
"L97921","199","Chronic ulcer of skin"
"L97922","199","Chronic ulcer of skin"
"L97923","199","Chronic ulcer of skin"
"L97924","199","Chronic ulcer of skin"
"L97925","199","Chronic ulcer of skin"
"L97926","199","Chronic ulcer of skin"
"L97928","199","Chronic ulcer of skin"
"L97929","199","Chronic ulcer of skin"
"L98411","199","Chronic ulcer of skin"
"L98412","199","Chronic ulcer of skin"
"L98413","199","Chronic ulcer of skin"
"L98414","199","Chronic ulcer of skin"
"L98415","199","Chronic ulcer of skin"
"L98416","199","Chronic ulcer of skin"
"L98418","199","Chronic ulcer of skin"
"L98419","199","Chronic ulcer of skin"
"L98421","199","Chronic ulcer of skin"
"L98422","199","Chronic ulcer of skin"
"L98423","199","Chronic ulcer of skin"
"L98424","199","Chronic ulcer of skin"
"L98425","199","Chronic ulcer of skin"
"L98426","199","Chronic ulcer of skin"
"L98428","199","Chronic ulcer of skin"
"L98429","199","Chronic ulcer of skin"
"L98491","199","Chronic ulcer of skin"
"L98492","199","Chronic ulcer of skin"
"L98493","199","Chronic ulcer of skin"
"L98494","199","Chronic ulcer of skin"
"L98495","199","Chronic ulcer of skin"
"L98496","199","Chronic ulcer of skin"
"L98498","199","Chronic ulcer of skin"
"L98499","199","Chronic ulcer of skin"
"L301","200","Other skin disorders"
"L565","200","Other skin disorders"
"L570","200","Other skin disorders"
"L571","200","Other skin disorders"
"L572","200","Other skin disorders"
"L573","200","Other skin disorders"
"L574","200","Other skin disorders"
"L575","200","Other skin disorders"
"L600","200","Other skin disorders"
"L601","200","Other skin disorders"
"L602","200","Other skin disorders"
"L603","200","Other skin disorders"
"L604","200","Other skin disorders"
"L605","200","Other skin disorders"
"L608","200","Other skin disorders"
"L609","200","Other skin disorders"
"L62","200","Other skin disorders"
"L630","200","Other skin disorders"
"L631","200","Other skin disorders"
"L632","200","Other skin disorders"
"L638","200","Other skin disorders"
"L639","200","Other skin disorders"
"L640","200","Other skin disorders"
"L648","200","Other skin disorders"
"L649","200","Other skin disorders"
"L650","200","Other skin disorders"
"L651","200","Other skin disorders"
"L652","200","Other skin disorders"
"L658","200","Other skin disorders"
"L659","200","Other skin disorders"
"L660","200","Other skin disorders"
"L662","200","Other skin disorders"
"L663","200","Other skin disorders"
"L664","200","Other skin disorders"
"L668","200","Other skin disorders"
"L669","200","Other skin disorders"
"L670","200","Other skin disorders"
"L671","200","Other skin disorders"
"L678","200","Other skin disorders"
"L679","200","Other skin disorders"
"L680","200","Other skin disorders"
"L681","200","Other skin disorders"
"L682","200","Other skin disorders"
"L683","200","Other skin disorders"
"L688","200","Other skin disorders"
"L689","200","Other skin disorders"
"L700","200","Other skin disorders"
"L701","200","Other skin disorders"
"L702","200","Other skin disorders"
"L703","200","Other skin disorders"
"L704","200","Other skin disorders"
"L705","200","Other skin disorders"
"L708","200","Other skin disorders"
"L709","200","Other skin disorders"
"L720","200","Other skin disorders"
"L7211","200","Other skin disorders"
"L7212","200","Other skin disorders"
"L722","200","Other skin disorders"
"L723","200","Other skin disorders"
"L728","200","Other skin disorders"
"L729","200","Other skin disorders"
"L730","200","Other skin disorders"
"L731","200","Other skin disorders"
"L732","200","Other skin disorders"
"L738","200","Other skin disorders"
"L739","200","Other skin disorders"
"L740","200","Other skin disorders"
"L741","200","Other skin disorders"
"L742","200","Other skin disorders"
"L743","200","Other skin disorders"
"L744","200","Other skin disorders"
"L74510","200","Other skin disorders"
"L74511","200","Other skin disorders"
"L74512","200","Other skin disorders"
"L74513","200","Other skin disorders"
"L74519","200","Other skin disorders"
"L7452","200","Other skin disorders"
"L748","200","Other skin disorders"
"L749","200","Other skin disorders"
"L750","200","Other skin disorders"
"L751","200","Other skin disorders"
"L752","200","Other skin disorders"
"L758","200","Other skin disorders"
"L759","200","Other skin disorders"
"L80","200","Other skin disorders"
"L810","200","Other skin disorders"
"L811","200","Other skin disorders"
"L812","200","Other skin disorders"
"L813","200","Other skin disorders"
"L814","200","Other skin disorders"
"L815","200","Other skin disorders"
"L816","200","Other skin disorders"
"L817","200","Other skin disorders"
"L818","200","Other skin disorders"
"L819","200","Other skin disorders"
"L820","200","Other skin disorders"
"L821","200","Other skin disorders"
"L83","200","Other skin disorders"
"L84","200","Other skin disorders"
"L850","200","Other skin disorders"
"L851","200","Other skin disorders"
"L852","200","Other skin disorders"
"L853","200","Other skin disorders"
"L858","200","Other skin disorders"
"L859","200","Other skin disorders"
"L86","200","Other skin disorders"
"L870","200","Other skin disorders"
"L871","200","Other skin disorders"
"L872","200","Other skin disorders"
"L878","200","Other skin disorders"
"L879","200","Other skin disorders"
"L900","200","Other skin disorders"
"L901","200","Other skin disorders"
"L902","200","Other skin disorders"
"L903","200","Other skin disorders"
"L904","200","Other skin disorders"
"L905","200","Other skin disorders"
"L906","200","Other skin disorders"
"L908","200","Other skin disorders"
"L909","200","Other skin disorders"
"L910","200","Other skin disorders"
"L918","200","Other skin disorders"
"L919","200","Other skin disorders"
"L921","200","Other skin disorders"
"L922","200","Other skin disorders"
"L923","200","Other skin disorders"
"L928","200","Other skin disorders"
"L929","200","Other skin disorders"
"L940","200","Other skin disorders"
"L941","200","Other skin disorders"
"L942","200","Other skin disorders"
"L943","200","Other skin disorders"
"L944","200","Other skin disorders"
"L948","200","Other skin disorders"
"L949","200","Other skin disorders"
"L980","200","Other skin disorders"
"L985","200","Other skin disorders"
"L986","200","Other skin disorders"
"L987","200","Other skin disorders"
"L988","200","Other skin disorders"
"L989","200","Other skin disorders"
"L99","200","Other skin disorders"
"R21","200","Other skin disorders"
"R220","200","Other skin disorders"
"R221","200","Other skin disorders"
"R222","200","Other skin disorders"
"R2230","200","Other skin disorders"
"R2231","200","Other skin disorders"
"R2232","200","Other skin disorders"
"R2233","200","Other skin disorders"
"R2240","200","Other skin disorders"
