"ICD-9-CM CODE","CCS CATEGORY","CCS CATEGORY DESCRIPTION"
"49302","128","Asthma"
"49310","128","Asthma"
"49311","128","Asthma"
"49312","128","Asthma"
"49320","128","Asthma"
"49321","128","Asthma"
"49322","128","Asthma"
"49381","128","Asthma"
"49382","128","Asthma"
"49390","128","Asthma"
"49391","128","Asthma"
"49392","128","Asthma"
"5070","129","Aspiration pneumonitis; food/vomitus"
"1510","13","Cancer of stomach"
"1511","13","Cancer of stomach"
"1512","13","Cancer of stomach"
"1513","13","Cancer of stomach"
"1514","13","Cancer of stomach"
"1515","13","Cancer of stomach"
"1516","13","Cancer of stomach"
"1518","13","Cancer of stomach"
"1519","13","Cancer of stomach"
"20923","13","Cancer of stomach"
"2302","13","Cancer of stomach"
"V1004","13","Cancer of stomach"
"5100","130","Pleurisy; pneumothorax; pulmonary collapse"
"5109","130","Pleurisy; pneumothorax; pulmonary collapse"
"5110","130","Pleurisy; pneumothorax; pulmonary collapse"
"5111","130","Pleurisy; pneumothorax; pulmonary collapse"
"5118","130","Pleurisy; pneumothorax; pulmonary collapse"
"51189","130","Pleurisy; pneumothorax; pulmonary collapse"
"5119","130","Pleurisy; pneumothorax; pulmonary collapse"
"5120","130","Pleurisy; pneumothorax; pulmonary collapse"
"5128","130","Pleurisy; pneumothorax; pulmonary collapse"
"51281","130","Pleurisy; pneumothorax; pulmonary collapse"
"51282","130","Pleurisy; pneumothorax; pulmonary collapse"
"51283","130","Pleurisy; pneumothorax; pulmonary collapse"
"51284","130","Pleurisy; pneumothorax; pulmonary collapse"
"51289","130","Pleurisy; pneumothorax; pulmonary collapse"
"5180","130","Pleurisy; pneumothorax; pulmonary collapse"
"5181","130","Pleurisy; pneumothorax; pulmonary collapse"
"5182","130","Pleurisy; pneumothorax; pulmonary collapse"
"5173","131","Respiratory failure; insufficiency; arrest (adult)"
"5185","131","Respiratory failure; insufficiency; arrest (adult)"
"51851","131","Respiratory failure; insufficiency; arrest (adult)"
"51852","131","Respiratory failure; insufficiency; arrest (adult)"
"51853","131","Respiratory failure; insufficiency; arrest (adult)"
"51881","131","Respiratory failure; insufficiency; arrest (adult)"
"51882","131","Respiratory failure; insufficiency; arrest (adult)"
"51883","131","Respiratory failure; insufficiency; arrest (adult)"
"51884","131","Respiratory failure; insufficiency; arrest (adult)"
"7991","131","Respiratory failure; insufficiency; arrest (adult)"
"V461","131","Respiratory failure; insufficiency; arrest (adult)"
"V4611","131","Respiratory failure; insufficiency; arrest (adult)"
"V4612","131","Respiratory failure; insufficiency; arrest (adult)"
"V4613","131","Respiratory failure; insufficiency; arrest (adult)"
"V4614","131","Respiratory failure; insufficiency; arrest (adult)"
"V462","131","Respiratory failure; insufficiency; arrest (adult)"
"4950","132","Lung disease due to external agents"
"4951","132","Lung disease due to external agents"
"4952","132","Lung disease due to external agents"
"4953","132","Lung disease due to external agents"
"4954","132","Lung disease due to external agents"
"4955","132","Lung disease due to external agents"
"4956","132","Lung disease due to external agents"
"4957","132","Lung disease due to external agents"
"4958","132","Lung disease due to external agents"
"4959","132","Lung disease due to external agents"
"500","132","Lung disease due to external agents"
"501","132","Lung disease due to external agents"
"502","132","Lung disease due to external agents"
"503","132","Lung disease due to external agents"
"504","132","Lung disease due to external agents"
"505","132","Lung disease due to external agents"
"5060","132","Lung disease due to external agents"
"5061","132","Lung disease due to external agents"
"5062","132","Lung disease due to external agents"
"5063","132","Lung disease due to external agents"
"5064","132","Lung disease due to external agents"
"5069","132","Lung disease due to external agents"
"5071","132","Lung disease due to external agents"
"5078","132","Lung disease due to external agents"
"5080","132","Lung disease due to external agents"
"5081","132","Lung disease due to external agents"
"5082","132","Lung disease due to external agents"
"5088","132","Lung disease due to external agents"
"5089","132","Lung disease due to external agents"
"5131","133","Other lower respiratory disease"
"514","133","Other lower respiratory disease"
"515","133","Other lower respiratory disease"
"5160","133","Other lower respiratory disease"
"5161","133","Other lower respiratory disease"
"5162","133","Other lower respiratory disease"
"5163","133","Other lower respiratory disease"
"51630","133","Other lower respiratory disease"
"51631","133","Other lower respiratory disease"
"51632","133","Other lower respiratory disease"
"51633","133","Other lower respiratory disease"
"51634","133","Other lower respiratory disease"
"51635","133","Other lower respiratory disease"
"51636","133","Other lower respiratory disease"
"51637","133","Other lower respiratory disease"
"5164","133","Other lower respiratory disease"
"5165","133","Other lower respiratory disease"
"51661","133","Other lower respiratory disease"
"51662","133","Other lower respiratory disease"
"51663","133","Other lower respiratory disease"
"51664","133","Other lower respiratory disease"
"51669","133","Other lower respiratory disease"
"5168","133","Other lower respiratory disease"
"5169","133","Other lower respiratory disease"
"5172","133","Other lower respiratory disease"
"5178","133","Other lower respiratory disease"
"5183","133","Other lower respiratory disease"
"5184","133","Other lower respiratory disease"
"51889","133","Other lower respiratory disease"
"5194","133","Other lower respiratory disease"
"5198","133","Other lower respiratory disease"
"5199","133","Other lower respiratory disease"
"7825","133","Other lower respiratory disease"
"78600","133","Other lower respiratory disease"
"78601","133","Other lower respiratory disease"
"78602","133","Other lower respiratory disease"
"78603","133","Other lower respiratory disease"
"78604","133","Other lower respiratory disease"
"78605","133","Other lower respiratory disease"
"78606","133","Other lower respiratory disease"
"78607","133","Other lower respiratory disease"
"78609","133","Other lower respiratory disease"
"7862","133","Other lower respiratory disease"
"7863","133","Other lower respiratory disease"
"78630","133","Other lower respiratory disease"
"78631","133","Other lower respiratory disease"
"78639","133","Other lower respiratory disease"
"7864","133","Other lower respiratory disease"
"78652","133","Other lower respiratory disease"
"7866","133","Other lower respiratory disease"
"7867","133","Other lower respiratory disease"
"7868","133","Other lower respiratory disease"
"7869","133","Other lower respiratory disease"
"7931","133","Other lower respiratory disease"
"79311","133","Other lower respiratory disease"
"79319","133","Other lower respiratory disease"
"7942","133","Other lower respiratory disease"
"V126","133","Other lower respiratory disease"
"V1260","133","Other lower respiratory disease"
"V1261","133","Other lower respiratory disease"
"V1269","133","Other lower respiratory disease"
"V426","133","Other lower respiratory disease"
"470","134","Other upper respiratory disease"
"4710","134","Other upper respiratory disease"
"4711","134","Other upper respiratory disease"
"4718","134","Other upper respiratory disease"
"4719","134","Other upper respiratory disease"
"4720","134","Other upper respiratory disease"
"4721","134","Other upper respiratory disease"
"4722","134","Other upper respiratory disease"
"4760","134","Other upper respiratory disease"
"4761","134","Other upper respiratory disease"
"4770","134","Other upper respiratory disease"
"4772","134","Other upper respiratory disease"
"4778","134","Other upper respiratory disease"
"4779","134","Other upper respiratory disease"
"4780","134","Other upper respiratory disease"
"4781","134","Other upper respiratory disease"
"47811","134","Other upper respiratory disease"
"47819","134","Other upper respiratory disease"
"47820","134","Other upper respiratory disease"
"47821","134","Other upper respiratory disease"
"47822","134","Other upper respiratory disease"
"47824","134","Other upper respiratory disease"
"47825","134","Other upper respiratory disease"
"47826","134","Other upper respiratory disease"
"47829","134","Other upper respiratory disease"
"47830","134","Other upper respiratory disease"
"47831","134","Other upper respiratory disease"
"47832","134","Other upper respiratory disease"
"47833","134","Other upper respiratory disease"
"47834","134","Other upper respiratory disease"
"4784","134","Other upper respiratory disease"
"4785","134","Other upper respiratory disease"
"4786","134","Other upper respiratory disease"
"47870","134","Other upper respiratory disease"
"47871","134","Other upper respiratory disease"
"47874","134","Other upper respiratory disease"
"47875","134","Other upper respiratory disease"
"47879","134","Other upper respiratory disease"
"4788","134","Other upper respiratory disease"
"4789","134","Other upper respiratory disease"
"5191","134","Other upper respiratory disease"
"51911","134","Other upper respiratory disease"
"51919","134","Other upper respiratory disease"
"5192","134","Other upper respiratory disease"
"5193","134","Other upper respiratory disease"
"7841","134","Other upper respiratory disease"
"78440","134","Other upper respiratory disease"
"78441","134","Other upper respiratory disease"
"78442","134","Other upper respiratory disease"
"78443","134","Other upper respiratory disease"
"78444","134","Other upper respiratory disease"
"78449","134","Other upper respiratory disease"
"7847","134","Other upper respiratory disease"
"7848","134","Other upper respiratory disease"
"7849","134","Other upper respiratory disease"
"78499","134","Other upper respiratory disease"
"7861","134","Other upper respiratory disease"
"V414","134","Other upper respiratory disease"
"V440","134","Other upper respiratory disease"
"V550","134","Other upper respiratory disease"
"0010","135","Intestinal infection"
"0011","135","Intestinal infection"
"0019","135","Intestinal infection"
"0020","135","Intestinal infection"
"0021","135","Intestinal infection"
"0022","135","Intestinal infection"
"0023","135","Intestinal infection"
"0029","135","Intestinal infection"
"0030","135","Intestinal infection"
"00320","135","Intestinal infection"
"00329","135","Intestinal infection"
"0038","135","Intestinal infection"
"0039","135","Intestinal infection"
"0040","135","Intestinal infection"
"0041","135","Intestinal infection"
"0042","135","Intestinal infection"
"0043","135","Intestinal infection"
"0048","135","Intestinal infection"
"0049","135","Intestinal infection"
"0050","135","Intestinal infection"
"0051","135","Intestinal infection"
"0052","135","Intestinal infection"
"0053","135","Intestinal infection"
"0054","135","Intestinal infection"
"0058","135","Intestinal infection"
"00581","135","Intestinal infection"
"00589","135","Intestinal infection"
"0059","135","Intestinal infection"
"0060","135","Intestinal infection"
"0061","135","Intestinal infection"
"0062","135","Intestinal infection"
"0063","135","Intestinal infection"
"0064","135","Intestinal infection"
"0065","135","Intestinal infection"
"0066","135","Intestinal infection"
"0068","135","Intestinal infection"
"0069","135","Intestinal infection"
"0070","135","Intestinal infection"
"0071","135","Intestinal infection"
"0072","135","Intestinal infection"
"0073","135","Intestinal infection"
"0074","135","Intestinal infection"
"0075","135","Intestinal infection"
"0078","135","Intestinal infection"
"0079","135","Intestinal infection"
"0080","135","Intestinal infection"
"00800","135","Intestinal infection"
"00801","135","Intestinal infection"
"00802","135","Intestinal infection"
"00803","135","Intestinal infection"
"00804","135","Intestinal infection"
"00809","135","Intestinal infection"
"0081","135","Intestinal infection"
"0082","135","Intestinal infection"
"0083","135","Intestinal infection"
"00841","135","Intestinal infection"
"00842","135","Intestinal infection"
"00843","135","Intestinal infection"
"00844","135","Intestinal infection"
"00845","135","Intestinal infection"
"00846","135","Intestinal infection"
"00847","135","Intestinal infection"
"00849","135","Intestinal infection"
"0085","135","Intestinal infection"
"0086","135","Intestinal infection"
"00861","135","Intestinal infection"
"00862","135","Intestinal infection"
"00863","135","Intestinal infection"
"00864","135","Intestinal infection"
"00865","135","Intestinal infection"
"00866","135","Intestinal infection"
"00867","135","Intestinal infection"
"00869","135","Intestinal infection"
"0088","135","Intestinal infection"
"0090","135","Intestinal infection"
"0091","135","Intestinal infection"
"0092","135","Intestinal infection"
"0093","135","Intestinal infection"
"0211","135","Intestinal infection"
"0222","135","Intestinal infection"
"5200","136","Disorders of teeth and jaw"
"5201","136","Disorders of teeth and jaw"
"5202","136","Disorders of teeth and jaw"
"5203","136","Disorders of teeth and jaw"
"5204","136","Disorders of teeth and jaw"
"5205","136","Disorders of teeth and jaw"
"5206","136","Disorders of teeth and jaw"
"5207","136","Disorders of teeth and jaw"
"5208","136","Disorders of teeth and jaw"
"5209","136","Disorders of teeth and jaw"
"5210","136","Disorders of teeth and jaw"
"52100","136","Disorders of teeth and jaw"
"52101","136","Disorders of teeth and jaw"
"52102","136","Disorders of teeth and jaw"
"52103","136","Disorders of teeth and jaw"
"52104","136","Disorders of teeth and jaw"
"52105","136","Disorders of teeth and jaw"
"52106","136","Disorders of teeth and jaw"
"52107","136","Disorders of teeth and jaw"
"52108","136","Disorders of teeth and jaw"
"52109","136","Disorders of teeth and jaw"
"5211","136","Disorders of teeth and jaw"
"52110","136","Disorders of teeth and jaw"
"52111","136","Disorders of teeth and jaw"
"52112","136","Disorders of teeth and jaw"
"52113","136","Disorders of teeth and jaw"
"52114","136","Disorders of teeth and jaw"
"52115","136","Disorders of teeth and jaw"
"5212","136","Disorders of teeth and jaw"
"52120","136","Disorders of teeth and jaw"
"52121","136","Disorders of teeth and jaw"
"52122","136","Disorders of teeth and jaw"
"52123","136","Disorders of teeth and jaw"
"52124","136","Disorders of teeth and jaw"
"52125","136","Disorders of teeth and jaw"
"5213","136","Disorders of teeth and jaw"
"52130","136","Disorders of teeth and jaw"
"52131","136","Disorders of teeth and jaw"
"52132","136","Disorders of teeth and jaw"
"52133","136","Disorders of teeth and jaw"
"52134","136","Disorders of teeth and jaw"
"52135","136","Disorders of teeth and jaw"
"5214","136","Disorders of teeth and jaw"
"52140","136","Disorders of teeth and jaw"
"52141","136","Disorders of teeth and jaw"
"52142","136","Disorders of teeth and jaw"
"52149","136","Disorders of teeth and jaw"
"5215","136","Disorders of teeth and jaw"
"5216","136","Disorders of teeth and jaw"
"5217","136","Disorders of teeth and jaw"
"5218","136","Disorders of teeth and jaw"
"52181","136","Disorders of teeth and jaw"
"52189","136","Disorders of teeth and jaw"
"5219","136","Disorders of teeth and jaw"
"5220","136","Disorders of teeth and jaw"
"5221","136","Disorders of teeth and jaw"
"5222","136","Disorders of teeth and jaw"
"5223","136","Disorders of teeth and jaw"
"5224","136","Disorders of teeth and jaw"
"5225","136","Disorders of teeth and jaw"
"5226","136","Disorders of teeth and jaw"
"5227","136","Disorders of teeth and jaw"
"5228","136","Disorders of teeth and jaw"
"5229","136","Disorders of teeth and jaw"
"5230","136","Disorders of teeth and jaw"
"52300","136","Disorders of teeth and jaw"
"52301","136","Disorders of teeth and jaw"
"5231","136","Disorders of teeth and jaw"
"52310","136","Disorders of teeth and jaw"
"52311","136","Disorders of teeth and jaw"
"5232","136","Disorders of teeth and jaw"
"52320","136","Disorders of teeth and jaw"
"52321","136","Disorders of teeth and jaw"
"52322","136","Disorders of teeth and jaw"
"52323","136","Disorders of teeth and jaw"
"52324","136","Disorders of teeth and jaw"
"52325","136","Disorders of teeth and jaw"
"5233","136","Disorders of teeth and jaw"
"52330","136","Disorders of teeth and jaw"
"52331","136","Disorders of teeth and jaw"
"52332","136","Disorders of teeth and jaw"
"52333","136","Disorders of teeth and jaw"
"5234","136","Disorders of teeth and jaw"
"52340","136","Disorders of teeth and jaw"
"52341","136","Disorders of teeth and jaw"
"52342","136","Disorders of teeth and jaw"
"5235","136","Disorders of teeth and jaw"
"5236","136","Disorders of teeth and jaw"
"5238","136","Disorders of teeth and jaw"
"5239","136","Disorders of teeth and jaw"
"5240","136","Disorders of teeth and jaw"
"52400","136","Disorders of teeth and jaw"
"52401","136","Disorders of teeth and jaw"
"52402","136","Disorders of teeth and jaw"
"52403","136","Disorders of teeth and jaw"
"52404","136","Disorders of teeth and jaw"
"52405","136","Disorders of teeth and jaw"
"52406","136","Disorders of teeth and jaw"
"52407","136","Disorders of teeth and jaw"
"52409","136","Disorders of teeth and jaw"
"5241","136","Disorders of teeth and jaw"
"52410","136","Disorders of teeth and jaw"
"52411","136","Disorders of teeth and jaw"
"52412","136","Disorders of teeth and jaw"
"52419","136","Disorders of teeth and jaw"
"5242","136","Disorders of teeth and jaw"
"52420","136","Disorders of teeth and jaw"
"52421","136","Disorders of teeth and jaw"
"52422","136","Disorders of teeth and jaw"
"52423","136","Disorders of teeth and jaw"
"52424","136","Disorders of teeth and jaw"
"52425","136","Disorders of teeth and jaw"
"52426","136","Disorders of teeth and jaw"
"52427","136","Disorders of teeth and jaw"
"52428","136","Disorders of teeth and jaw"
"52429","136","Disorders of teeth and jaw"
"5243","136","Disorders of teeth and jaw"
"52430","136","Disorders of teeth and jaw"
"52431","136","Disorders of teeth and jaw"
"52432","136","Disorders of teeth and jaw"
"52433","136","Disorders of teeth and jaw"
"52434","136","Disorders of teeth and jaw"
"52435","136","Disorders of teeth and jaw"
"52436","136","Disorders of teeth and jaw"
"52437","136","Disorders of teeth and jaw"
"52439","136","Disorders of teeth and jaw"
"5244","136","Disorders of teeth and jaw"
"5245","136","Disorders of teeth and jaw"
"52450","136","Disorders of teeth and jaw"
"52451","136","Disorders of teeth and jaw"
"52452","136","Disorders of teeth and jaw"
"52453","136","Disorders of teeth and jaw"
"52454","136","Disorders of teeth and jaw"
"52455","136","Disorders of teeth and jaw"
"52456","136","Disorders of teeth and jaw"
"52457","136","Disorders of teeth and jaw"
"52459","136","Disorders of teeth and jaw"
"5246","136","Disorders of teeth and jaw"
"52460","136","Disorders of teeth and jaw"
"52461","136","Disorders of teeth and jaw"
"52462","136","Disorders of teeth and jaw"
"52463","136","Disorders of teeth and jaw"
"52464","136","Disorders of teeth and jaw"
"52469","136","Disorders of teeth and jaw"
"52470","136","Disorders of teeth and jaw"
"52471","136","Disorders of teeth and jaw"
"52472","136","Disorders of teeth and jaw"
"52473","136","Disorders of teeth and jaw"
"52474","136","Disorders of teeth and jaw"
"52475","136","Disorders of teeth and jaw"
"52476","136","Disorders of teeth and jaw"
"52479","136","Disorders of teeth and jaw"
"5248","136","Disorders of teeth and jaw"
"52481","136","Disorders of teeth and jaw"
"52482","136","Disorders of teeth and jaw"
"52489","136","Disorders of teeth and jaw"
"5249","136","Disorders of teeth and jaw"
"5250","136","Disorders of teeth and jaw"
"5251","136","Disorders of teeth and jaw"
"52510","136","Disorders of teeth and jaw"
"52511","136","Disorders of teeth and jaw"
"52512","136","Disorders of teeth and jaw"
"52513","136","Disorders of teeth and jaw"
"52519","136","Disorders of teeth and jaw"
"5252","136","Disorders of teeth and jaw"
"52520","136","Disorders of teeth and jaw"
"52521","136","Disorders of teeth and jaw"
"52522","136","Disorders of teeth and jaw"
"52523","136","Disorders of teeth and jaw"
"52524","136","Disorders of teeth and jaw"
"52525","136","Disorders of teeth and jaw"
"52526","136","Disorders of teeth and jaw"
"5253","136","Disorders of teeth and jaw"
"52540","136","Disorders of teeth and jaw"
"52541","136","Disorders of teeth and jaw"
"52542","136","Disorders of teeth and jaw"
"52543","136","Disorders of teeth and jaw"
"52544","136","Disorders of teeth and jaw"
"52550","136","Disorders of teeth and jaw"
"52551","136","Disorders of teeth and jaw"
"52552","136","Disorders of teeth and jaw"
"52553","136","Disorders of teeth and jaw"
"52554","136","Disorders of teeth and jaw"
"52560","136","Disorders of teeth and jaw"
"52561","136","Disorders of teeth and jaw"
"52562","136","Disorders of teeth and jaw"
"52563","136","Disorders of teeth and jaw"
"52564","136","Disorders of teeth and jaw"
"52565","136","Disorders of teeth and jaw"
"52566","136","Disorders of teeth and jaw"
"52567","136","Disorders of teeth and jaw"
"52569","136","Disorders of teeth and jaw"
"52571","136","Disorders of teeth and jaw"
"52572","136","Disorders of teeth and jaw"
"52573","136","Disorders of teeth and jaw"
"52579","136","Disorders of teeth and jaw"
"5258","136","Disorders of teeth and jaw"
"5259","136","Disorders of teeth and jaw"
"5260","136","Disorders of teeth and jaw"
"5261","136","Disorders of teeth and jaw"
"5262","136","Disorders of teeth and jaw"
"5263","136","Disorders of teeth and jaw"
"5264","136","Disorders of teeth and jaw"
"5265","136","Disorders of teeth and jaw"
"52661","136","Disorders of teeth and jaw"
"52662","136","Disorders of teeth and jaw"
"52663","136","Disorders of teeth and jaw"
"52669","136","Disorders of teeth and jaw"
"52681","136","Disorders of teeth and jaw"
"52689","136","Disorders of teeth and jaw"
"5269","136","Disorders of teeth and jaw"
"78492","136","Disorders of teeth and jaw"
"V523","136","Disorders of teeth and jaw"
"V534","136","Disorders of teeth and jaw"
"V585","136","Disorders of teeth and jaw"
"V722","136","Disorders of teeth and jaw"
"5270","137","Diseases of mouth; excluding dental"
"5271","137","Diseases of mouth; excluding dental"
"5272","137","Diseases of mouth; excluding dental"
"5273","137","Diseases of mouth; excluding dental"
"5274","137","Diseases of mouth; excluding dental"
"5275","137","Diseases of mouth; excluding dental"
"5276","137","Diseases of mouth; excluding dental"
"5277","137","Diseases of mouth; excluding dental"
"5278","137","Diseases of mouth; excluding dental"
"5279","137","Diseases of mouth; excluding dental"
"5280","137","Diseases of mouth; excluding dental"
"52800","137","Diseases of mouth; excluding dental"
"52809","137","Diseases of mouth; excluding dental"
"5281","137","Diseases of mouth; excluding dental"
"5282","137","Diseases of mouth; excluding dental"
"5283","137","Diseases of mouth; excluding dental"
"5284","137","Diseases of mouth; excluding dental"
"5285","137","Diseases of mouth; excluding dental"
"5286","137","Diseases of mouth; excluding dental"
"5287","137","Diseases of mouth; excluding dental"
"52871","137","Diseases of mouth; excluding dental"
"52872","137","Diseases of mouth; excluding dental"
"52879","137","Diseases of mouth; excluding dental"
"5288","137","Diseases of mouth; excluding dental"
"5289","137","Diseases of mouth; excluding dental"
"5290","137","Diseases of mouth; excluding dental"
"5291","137","Diseases of mouth; excluding dental"
"5292","137","Diseases of mouth; excluding dental"
"5293","137","Diseases of mouth; excluding dental"
"5294","137","Diseases of mouth; excluding dental"
"5295","137","Diseases of mouth; excluding dental"
"5296","137","Diseases of mouth; excluding dental"
"5298","137","Diseases of mouth; excluding dental"
"5299","137","Diseases of mouth; excluding dental"
"7924","137","Diseases of mouth; excluding dental"
"4561","138","Esophageal disorders"
"45621","138","Esophageal disorders"
"5300","138","Esophageal disorders"
"5301","138","Esophageal disorders"
"53010","138","Esophageal disorders"
"53011","138","Esophageal disorders"
"53012","138","Esophageal disorders"
"53013","138","Esophageal disorders"
"53019","138","Esophageal disorders"
"5302","138","Esophageal disorders"
"53020","138","Esophageal disorders"
"53021","138","Esophageal disorders"
"5303","138","Esophageal disorders"
"5304","138","Esophageal disorders"
"5305","138","Esophageal disorders"
"5306","138","Esophageal disorders"
"5308","138","Esophageal disorders"
"53081","138","Esophageal disorders"
"53083","138","Esophageal disorders"
"53084","138","Esophageal disorders"
"53085","138","Esophageal disorders"
"53089","138","Esophageal disorders"
"5309","138","Esophageal disorders"
"53110","139","Gastroduodenal ulcer (except hemorrhage)"
"53111","139","Gastroduodenal ulcer (except hemorrhage)"
"53130","139","Gastroduodenal ulcer (except hemorrhage)"
"53131","139","Gastroduodenal ulcer (except hemorrhage)"
"53150","139","Gastroduodenal ulcer (except hemorrhage)"
"53151","139","Gastroduodenal ulcer (except hemorrhage)"
"53170","139","Gastroduodenal ulcer (except hemorrhage)"
"53171","139","Gastroduodenal ulcer (except hemorrhage)"
"53190","139","Gastroduodenal ulcer (except hemorrhage)"
"53191","139","Gastroduodenal ulcer (except hemorrhage)"
"53210","139","Gastroduodenal ulcer (except hemorrhage)"
"53211","139","Gastroduodenal ulcer (except hemorrhage)"
"53230","139","Gastroduodenal ulcer (except hemorrhage)"
"53231","139","Gastroduodenal ulcer (except hemorrhage)"
"53250","139","Gastroduodenal ulcer (except hemorrhage)"
"53251","139","Gastroduodenal ulcer (except hemorrhage)"
"53270","139","Gastroduodenal ulcer (except hemorrhage)"
"53271","139","Gastroduodenal ulcer (except hemorrhage)"
"53290","139","Gastroduodenal ulcer (except hemorrhage)"
"53291","139","Gastroduodenal ulcer (except hemorrhage)"
"53310","139","Gastroduodenal ulcer (except hemorrhage)"
"53311","139","Gastroduodenal ulcer (except hemorrhage)"
"53330","139","Gastroduodenal ulcer (except hemorrhage)"
"53331","139","Gastroduodenal ulcer (except hemorrhage)"
"53350","139","Gastroduodenal ulcer (except hemorrhage)"
"53351","139","Gastroduodenal ulcer (except hemorrhage)"
"53370","139","Gastroduodenal ulcer (except hemorrhage)"
"53371","139","Gastroduodenal ulcer (except hemorrhage)"
"53390","139","Gastroduodenal ulcer (except hemorrhage)"
"53391","139","Gastroduodenal ulcer (except hemorrhage)"
"53410","139","Gastroduodenal ulcer (except hemorrhage)"
"53411","139","Gastroduodenal ulcer (except hemorrhage)"
"53430","139","Gastroduodenal ulcer (except hemorrhage)"
"53431","139","Gastroduodenal ulcer (except hemorrhage)"
"53450","139","Gastroduodenal ulcer (except hemorrhage)"
"53451","139","Gastroduodenal ulcer (except hemorrhage)"
"53470","139","Gastroduodenal ulcer (except hemorrhage)"
"53471","139","Gastroduodenal ulcer (except hemorrhage)"
"53490","139","Gastroduodenal ulcer (except hemorrhage)"
"53491","139","Gastroduodenal ulcer (except hemorrhage)"
"V1271","139","Gastroduodenal ulcer (except hemorrhage)"
"1530","14","Cancer of colon"
"1531","14","Cancer of colon"
"1532","14","Cancer of colon"
"1533","14","Cancer of colon"
"1534","14","Cancer of colon"
"1535","14","Cancer of colon"
"1536","14","Cancer of colon"
"1537","14","Cancer of colon"
"1538","14","Cancer of colon"
"1539","14","Cancer of colon"
"1590","14","Cancer of colon"
"20910","14","Cancer of colon"
"20911","14","Cancer of colon"
"20912","14","Cancer of colon"
"20913","14","Cancer of colon"
"20914","14","Cancer of colon"
"20915","14","Cancer of colon"
"20916","14","Cancer of colon"
"2303","14","Cancer of colon"
"V1005","14","Cancer of colon"
"5350","140","Gastritis and duodenitis"
"53500","140","Gastritis and duodenitis"
"53501","140","Gastritis and duodenitis"
"5351","140","Gastritis and duodenitis"
"53510","140","Gastritis and duodenitis"
"53511","140","Gastritis and duodenitis"
"5352","140","Gastritis and duodenitis"
"53520","140","Gastritis and duodenitis"
"53521","140","Gastritis and duodenitis"
"5354","140","Gastritis and duodenitis"
"53540","140","Gastritis and duodenitis"
"53541","140","Gastritis and duodenitis"
"5355","140","Gastritis and duodenitis"
"53550","140","Gastritis and duodenitis"
"53551","140","Gastritis and duodenitis"
"5356","140","Gastritis and duodenitis"
"53560","140","Gastritis and duodenitis"
"53561","140","Gastritis and duodenitis"
"53570","140","Gastritis and duodenitis"
"53571","140","Gastritis and duodenitis"
"5360","141","Other disorders of stomach and duodenum"
"5361","141","Other disorders of stomach and duodenum"
"5362","141","Other disorders of stomach and duodenum"
"5363","141","Other disorders of stomach and duodenum"
"5368","141","Other disorders of stomach and duodenum"
"5369","141","Other disorders of stomach and duodenum"
"5370","141","Other disorders of stomach and duodenum"
"5371","141","Other disorders of stomach and duodenum"
"5372","141","Other disorders of stomach and duodenum"
"5373","141","Other disorders of stomach and duodenum"
"5374","141","Other disorders of stomach and duodenum"
"5375","141","Other disorders of stomach and duodenum"
"5376","141","Other disorders of stomach and duodenum"
"53781","141","Other disorders of stomach and duodenum"
"53782","141","Other disorders of stomach and duodenum"
"53783","141","Other disorders of stomach and duodenum"
"53784","141","Other disorders of stomach and duodenum"
"53789","141","Other disorders of stomach and duodenum"
"5379","141","Other disorders of stomach and duodenum"
"5400","142","Appendicitis and other appendiceal conditions"
"5401","142","Appendicitis and other appendiceal conditions"
"5409","142","Appendicitis and other appendiceal conditions"
"541","142","Appendicitis and other appendiceal conditions"
"542","142","Appendicitis and other appendiceal conditions"
"5430","142","Appendicitis and other appendiceal conditions"
"5439","142","Appendicitis and other appendiceal conditions"
"55000","143","Abdominal hernia"
"55001","143","Abdominal hernia"
"55002","143","Abdominal hernia"
"55003","143","Abdominal hernia"
"55010","143","Abdominal hernia"
"55011","143","Abdominal hernia"
"55012","143","Abdominal hernia"
"55013","143","Abdominal hernia"
"55090","143","Abdominal hernia"
"55091","143","Abdominal hernia"
"55092","143","Abdominal hernia"
"55093","143","Abdominal hernia"
"55100","143","Abdominal hernia"
"55101","143","Abdominal hernia"
"55102","143","Abdominal hernia"
"55103","143","Abdominal hernia"
"5511","143","Abdominal hernia"
"55120","143","Abdominal hernia"
"55121","143","Abdominal hernia"
"55129","143","Abdominal hernia"
"5513","143","Abdominal hernia"
"5518","143","Abdominal hernia"
"5519","143","Abdominal hernia"
"55200","143","Abdominal hernia"
"55201","143","Abdominal hernia"
"55202","143","Abdominal hernia"
"55203","143","Abdominal hernia"
"5521","143","Abdominal hernia"
"55220","143","Abdominal hernia"
"55221","143","Abdominal hernia"
"55229","143","Abdominal hernia"
"5523","143","Abdominal hernia"
"5528","143","Abdominal hernia"
"5529","143","Abdominal hernia"
"55300","143","Abdominal hernia"
"55301","143","Abdominal hernia"
"55302","143","Abdominal hernia"
"55303","143","Abdominal hernia"
"5531","143","Abdominal hernia"
"55320","143","Abdominal hernia"
"55321","143","Abdominal hernia"
"55329","143","Abdominal hernia"
"5533","143","Abdominal hernia"
"5538","143","Abdominal hernia"
"5539","143","Abdominal hernia"
"5550","144","Regional enteritis and ulcerative colitis"
"5551","144","Regional enteritis and ulcerative colitis"
"5552","144","Regional enteritis and ulcerative colitis"
